Frase,Categoria
Todo dia é uma nova oportunidade que a vida oferece a quem nela crê. ,Frases para Tumblr
Todo homem é um tolo por pelo menos 5 minutos todos os dias. A sabedoria consiste em não exceder este limite. (Elbert Hubbard) ,Frases para Tumblr
" Meu mundo é pequeno, só cabe eu e você. ",Frases Apaixonadas
"Para os apaixonados, o tempo é contado em beijos, abraços e juras de amor. ",Frases Apaixonadas
Hoje eu te amo muito mais que ontem e muito menos que amanhã. ,Frases Apaixonadas
"Nunca deixe de ter um sorriso em seu rosto, pois eu preciso dele. ",Frases Apaixonadas
Eu amo minha vida porque minha vida é você. ,Frases Apaixonadas
Amor é fogo que arde sem se ver. É ferida que dói e não se sente. (Luís Vaz de Camões?) ,Frases Apaixonadas
Não há diferença entre um sábio e um tolo quando estão apaixonados. ,Frases Apaixonadas
"Quando se ama não é preciso entender o que se passa lá fora, porque tudo passa a acontecer dentro de nós. (Paulo Coelho) ",Frases Apaixonadas
"A esperança em conquistar você não morre, ela apenas adormece nos braços do amor. ",Frases Apaixonadas
"Não sei se dentro de você existe um pouco de mim, mas dentro de mim existe muito de você. ",Frases Apaixonadas
O verdadeiro amor nunca se desgasta. Quanto mais se dá mais se tem. (Antoine de Saint-Exupéry) ,Frases Apaixonadas
O beijo é a menor distância entre dois apaixonados. (Henny Youngman) ,Frases Apaixonadas
"O amor não consiste em olhar um para o outro, mas sim em olhar juntos para a mesma direção. (Antoine de Saint-Exupéry) ",Frases Apaixonadas
"Quando te conheci, houve um lugar, um tempo e um sentimento. O tempo ficou marcado. O lugar será sempre lembrado. E o sentimento, jamais terá terminado! ",Frases Apaixonadas
O amor é o triunfo da imaginação sobre a inteligência. (Henry Louis Mencken?) ,Frases Apaixonadas
O amor é a única paixão que se paga com a moeda que ela própria fabrica. ,Frases Apaixonadas
"Existem coisas que precisamos lembrar para não esquecer, mas tem coisas impossíveis de esquecer: Você! ",Frases Apaixonadas
Todo homem é poeta quando está apaixonado. (Platão?) ,Frases Apaixonadas
Existem pessoas que amam o poder. Outras têm o poder de amar. ,Frases Apaixonadas
Nada é pequeno no Amor. Aqueles que esperam por grandes ocasiões para demonstrar a sua ternura não sabem amar. ,Frases Apaixonadas
Passei pelo fogo e não me queimei. Passei pela água e não me afoguei. Passei por você e me apaixonei! ,Frases Apaixonadas
Aquilo que provamos quando estamos apaixonados talvez seja o nosso estado normal. O amor mostra ao homem como é que ele deveria ser sempre. (Anton Tchekhov?) ,Frases Apaixonadas
"O amor maduro diz: Preciso de ti, porque te amo. O amor imaturo diz: Te amo porque preciso de ti. ",Frases Apaixonadas
"Se pensa que eu te amo, se pensa que eu choro por você, se pensa que eu te quero e não vivo sem você, pensou certo! ",Frases Apaixonadas
"Em cada momento, um instante, Em cada instante, uma afirmação. Em cada afirmação, uma certeza de que jamais tiraria você do meu coração. ",Frases Apaixonadas
 Prefiro a paz mais injusta à mais justa das guerras. (Cícero) ,Frases de Guerra
A guerra é um massacre de homens que não se conhecem em benefício de outros que se conhecem mas não se massacram. (Paul Valéry) ,Frases de Guerra
Toda guerra termina por onde começou: a paz. (Jules Barthélemy-Saint-Hilaire) ,Frases de Guerra
Mais vale uma paz relativa que uma guerra ganha. (Maria Thereza da Áustria) ,Frases de Guerra
"A coragem alimenta as guerras, mas é o medo que as faz nascer. (Émile-Auguste Chartier?) ",Frases de Guerra
"Seria um crime mostrar os lados bons da guerra, ainda que ela os tivesse. (Henry Barbuse) ",Frases de Guerra
"Quando os ricos fazem a guerra, são sempre os pobres que morrem. (Jean-Paul Sartre) ",Frases de Guerra
"O homem tem que estabelecer um final para a guerra, senão, a guerra estabelecerá um final para a humanidade. (John Kennedy?) ",Frases de Guerra
"A paz, em assuntos internacionais, é um período de trapaça entre dois períodos de guerra. (Ambrose Bierce) ",Frases de Guerra
A guerra nada mais é que a continuação da política por outros meios. (Karl von Clausewitz) ,Frases de Guerra
Qualquer coisa que encoraje o crescimento de laços emocionais tem que servir contra as guerras. (Sigmund Freud) ,Frases de Guerra
Não é lamentável que só possamos obter a paz preparando-nos para a guerra? (John Kennedy) ,Frases de Guerra
"Não sabe o que é a paz, nem a estima quem não viu antes o que é a guerra. (Ludovico Ariosto) ",Frases de Guerra
"Política é quase tão excitante quanto a guerra, e quase tão perigosa. A diferença é que na guerra você só pode ser morto uma vez, mas, em política, muitas vezes. (Winston Churchill) ",Frases de Guerra
Os resultados das guerras são duvidosos. (Cícero) ,Frases de Guerra
A guerra é uma invenção da mente humana. A mente humana também pode inventar a paz. (Winston Churchill) ,Frases de Guerra
O que é a guerra? uma profissão de bárbaro em que a arte consiste em se ser o mais forte em dado ponto. (Conde De Ségur) ,Frases de Guerra
Feliz a cidade que nos tempo de paz teme a guerra. (Cecílio Balbo) ,Frases de Guerra
O patriotismo é o ovo das guerras. (Guy de Maupassant) ,Frases de Guerra
A uma guerra justa preferimos uma paz injusta. (Samuel Butler) ,Frases de Guerra
"A língua mata mais do que a fome, a peste e a guerra. ",Frases de Guerra
A guerra é uma desculpa para se fazer dinheiro. ,Frases de Guerra
De uma guerra se gera outra. Uma vingança puxa outra. (Erasmo de Rotterdam?) ,Frases de Guerra
Nossos livros de escola glorificam a guerra e escondem seus horrores. Eles incutem ódio nas veias das crianças. Eu preferiria ensinar paz do que guerra. Eu preferiria incutir amor do que ódio. (Albert Einstein) ,Frases de Guerra
" Ajuda o teu semelhante a levantar a carga, mas não a levá-la. (Pitágoras) ",Frases de Ajuda
Só tem o direito de criticar aquele que pretende ajudar. (Abraham Lincoln?) ,Frases de Ajuda
A sorte ajuda os audazes. (Virgílio) ,Frases de Ajuda
Aprendi que um homem só tem o direito de olhar um outro de cima para baixo para ajudá-lo a levantar-se. (Gabriel Garcia Marquez?) ,Frases de Ajuda
"Se tratamos as pessoas como elas devem ser, nós as ajudamos a se tornarem o que elas são capazes de ser. (Goethe) ",Frases de Ajuda
De nada vale tentar ajudar aqueles que não se ajudam a si mesmos. (Confúcio?) ,Frases de Ajuda
"Aqueles que sabem ajudar e não ajudam, erram mais do que aqueles que não o sabem. ",Frases de Ajuda
"As palavras de amizade e conforto podem ser curtas e sucintas, mas o seu eco é infindável. (Madre Tereza de Calcutá?) ",Frases de Ajuda
Não é benéfico ajudar um amigo colocando moedas em seus bolsos quando existem buracos neles. (Douglas Hurd?) ,Frases de Ajuda
Não temos tanta necessidade da ajuda dos amigos quanto da certeza da sua ajuda. (Epicuro?) ,Frases de Ajuda
Não se pode ensinar nada a um homem. Só é possivel ajudá-lo a encontrar a coisa dentro de si. (Galileu Galilei?) ,Frases de Ajuda
"Grandes oportunidades para ajudar aos outros raramente aparecem, mas pequenas delas nos cercam todos os dias. (Sally Koch) ",Frases de Ajuda
"Você pode conseguir qualquer coisa que queira na vida, se você ajudar o suficiente outras pessoas a conseguirem o que elas querem. (Zig Ziglar) ",Frases de Ajuda
O entusiasmo é a maior força da alma. Conserva-o e nunca te faltará poder para conseguir o que desejas. (Napoleon Hill) ,Frases de Ajuda
O amor é a arte de criar algo com a ajuda da capacidade do outro. (Bertold Brecht?) ,Frases de Ajuda
"Nenhum trabalho de qualidade pode ser feito sem concentração e auto-sacrifício, esforço e dúvida. (Max Beerbohm) ",Frases de Ajuda
A liberdade é o maior fruto da auto-suficiência. (Epicuro?) ,Frases de Ajuda
"Se dois homens clamam pela sua ajuda, e um deles é seu inimigo, ajude-o em primeiro lugar. (Textos Judaicos) ",Frases de Ajuda
A dor que não ajuda ninguém é absurda. (André Malraux) ,Frases de Ajuda
"Decepção não mata, ajuda a viver. ",Frases de Ajuda
O amor é a única flor que desabrocha sem a ajuda das estações. (Khalil Gibran) ,Frases de Ajuda
Não confunda jamais conhecimento com sabedoria. Um o ajuda a ganhar a vida. O outro a construir uma vida. (Sandra Carey) ,Frases de Ajuda
"Lembre-se que, se algum dia você precisar de ajuda, você encontrará uma mão no final do seu braço. À medida que você envelhecer, você descobrirá que tem duas mãos, uma para ajudar a si mesmo, e outra pra ajudar aos outros. (Audrey Hepburn) ",Frases de Ajuda
 Não é a política que faz o candidato virar ladrão. É o seu voto que faz o ladrão virar político. ,Frases Divertidas
"Quando você está triste, ninguém repara sua lágrima. Quando você está feliz, ninguém repara seu sorriso. Experimente soltar um peido. ",Frases Divertidas
Os solteiros ricos deviam pagar o dobro de impostos. Não é justo que alguns homens sejam mais felizes do que os outros. (Oscar Wilde?) ,Frases Divertidas
"Malandro é o Sonic, que não pode ver uma aliança que sai correndo. ",Frases Divertidas
Calor é assim mesmo ... pessoas felizes na praia ... você todo suado no quarto. ,Frases Divertidas
"Quando estou no telefone e preciso de caneta, só encontro o papel. Quando não tenho papel só encontro a caneta. Quando tenho os dois ninguém me liga. ",Frases Divertidas
"Quando eu nasci, pude escolher se eu queria ser bonito ou ter uma boa memória ... me lembro como se fosse ontem. ",Frases Divertidas
"Eu sou um trabalhador milagroso... se eu trabalho, é um milagre! ",Frases Divertidas
"Estou tentando acabar com o cigarro, mas quanto mais eu fumo mais eles fabricam. ",Frases Divertidas
Quem tem boca fala o que quiser. Quem tem grana é que vai a Roma! ,Frases Divertidas
Nunca vou beber água do sanitário por dois motivos: Número 1 e Número 2 ,Frases Divertidas
"Você já reparou que todo mundo fica mais feliz na sexta-feira trabalhando, do que no domingo à noite descansando? ",Frases Divertidas
Aqueles que não gostam de si próprios geralmente tem razão. ,Frases Divertidas
"Com oito anos ganhei minha primeira mesada ... foi na testa, tenho a cicatriz até hoje. ",Frases Divertidas
"Eu valorizo as pequenas coisas da vida. O meu salário, meu pênis ... ",Frases Divertidas
"Médico: - Pra quem é esta carta que você está escrevendo? Louco: -Pra mim. Médico: -O que está escrito? Louco: -Não sei, não recebi ainda. ",Frases Divertidas
"Quem diria, hein? Ontem você não era nada e hoje não é ninguém! ",Frases Divertidas
Eu não quero achar o amor da minha vida. O que eu quero é achar petróleo no fundo do meu quintal. ,Frases Divertidas
Cara feia pra mim é espelho. ,Frases Divertidas
Quer ganhar milhões de seguidores? Cutuque uma colmeia de abelhas e saia correndo. ,Frases Divertidas
A pressa é inimiga da perfeição. Acho que eu nasci de uma rapidinha. ,Frases Divertidas
Você ama uma música ... até você colocar ela como despertador. ,Frases Divertidas
"Preciso tirar dinheiro no caixa eletrônico, mas no momento estou sem dinamite. ",Frases Divertidas
Minha mãe me ensinou a ter paciência. Ela sempre dizia: Espera teu pai chegar em casa e você vai ver só. ,Frases Divertidas
No Brasil os impostos se atraem. ,Frases Divertidas
Nunca deixe suas espinhas perceberem que você tem um compromisso importante. ,Frases Divertidas
Você acha que ama seu filho até levá-lo no supermercado. ,Frases Divertidas
Detesto tanto gente feia que faz 5 anos que não me olho no espelho. ,Frases Divertidas
"Frases de Caminhão: Todo homem tem seu preço, mas eu estou em promoção! ",Frases Divertidas
Eu gosto de fazer as coisas por debaixo dos panos ... dormir é uma delas. ,Frases Divertidas
"Ninguém é tão feio como na identidade, bonito como no Orkut, feliz como no Facebook, simpático como no Twitter e ocupado como no MSN. #fato ",Frases Divertidas
"O namoro é uma questão de BELEZA e PACIÊNCIA! Se der certo, BELEZA! Se não der, PACIÊNCIA! ",Frases Divertidas
"Vou confessar uma coisa, eu sempre quis colocar a mão na cerca elétrica pra ver se funcionava. ",Frases Divertidas
"Mulher gosta de carinho...Vestido carinho,sapato carinho,jantar carinho e tem horror a barata...roupa barata, viagem barata, jóia barata. ",Frases Divertidas
Que bom seria se eu perdesse peso com a mesma facilidade que eu perco a minha paciência. ,Frases Divertidas
"Nas provas eu sempre uso o Cálculo Hipotético Universal Técnico Estimativo, popularmente conhecido como C.H.U.T.E ",Frases Divertidas
"Tô correndo atrás do prejuízo, mas parece que ele é Queniano. ",Frases Divertidas
Dizem que todo mundo merece uma segunda chance. Acho que eu já ficaria satisfeito se me dessem a primeira. ,Frases Divertidas
" Às vezes você só percebe a importância de um momento, quando ele se torna uma lembrança. ",Frases de Lembranças
Das lembranças que eu trago na vida Você é a saudade que eu gosto de ter. Só assim sinto você bem perto de mim outra vez. (Roberto Carlos - Outra Vez) ,Frases de Lembranças
Saudade é quando o momento tenta fugir da lembrança para acontecer de novo e não consegue. (Adriana Falcão?) ,Frases de Lembranças
"Não quero ser o primeiro a ser lembrado, mas sim o último a ser esquecido. ",Frases de Lembranças
"Em vez de tentar escapar de certas lembranças, o melhor é mergulhar nelas e voltar à tona com menos desespero e mais sabedoria. (Martha Medeiros) ",Frases de Lembranças
"O tempo passa, as pessoas mudam, os momentos também, mas as lembranças permanecem. ",Frases de Lembranças
"Só enquanto eu respirar, vou me lembrar de você. (Fernando Anitelli) ",Frases de Lembranças
"Tenho a impressão de que algumas coisas são difíceis de se esquecer, porém a certeza de que muitas são simplesmente inesquecíveis. ",Frases de Lembranças
Faça os seus dias valerem as lembranças. ,Frases de Lembranças
"Chega uma época em que nos damos conta de que tudo o que fazemos se transformará em lembrança um dia. É a maturidade. Para alcançá-la, é preciso justamente já ter lembranças. (Cesare Pavese?) ",Frases de Lembranças
O tempo não comprou passagem de volta. Tenho lembranças e não saudades. (Mário Lago) ,Frases de Lembranças
Um homem sem lembranças é um homem perdido. (Armand Salacrou) ,Frases de Lembranças
A lembrança dos benefícios é frágil. A das injúrias é duradoura. (Nicola de Chiaravalle) ,Frases de Lembranças
Conservar algo que possa recordar-te seria admitir que eu pudesse esquecer-te. (William Shakespeare?) ,Frases de Lembranças
"Lembrança é quando, mesmo sem autorização, o seu pensamento reapresenta um capítulo. (Adriana Falcão?) ",Frases de Lembranças
"Pessoas especias deixam mais que saudades e lembranças, pois elas levam mais do que nosso pensamento. Levam uma parte de nosso coração. ",Frases de Lembranças
"O tempo pode apagar lembranças de um rosto, um corpo, mas jamais apagará lembranças de Pessoas que souberam fazer de pequenos instantes, grandes momentos. ",Frases de Lembranças
"Bela será uma esperança, mas quão suave é a lembrança. (Ramón de Campoamor) ",Frases de Lembranças
Se esquecer fosse fácil não existiriam as lembranças. ,Frases de Lembranças
A lembrança da posteridade recompensa a brevidade da vida. (Cícero) ,Frases de Lembranças
A lembrança serena de uma dor passada traz um prazer. (Cícero) ,Frases de Lembranças
"Cada nota deixa em cada um de nós uma lembrança, mas é a melodia inteira que conta uma história. (Paulo Coelho?) ",Frases de Lembranças
"A diferença entre as lembranças falsas e verdadeiras é a mesma das jóias: as falsas sempre aparentam ser as mais reais, as mais brilhantes. (Salvador Dalí) ",Frases de Lembranças
"O importante é a lembrança dos erros, que nos permite não cometer sempre os mesmos. (José Ortega y Gasset) ",Frases de Lembranças
"Preciso te encontrar, minha imaginação vem se esforçando demais para continuar as lembranças. (Fabrício Carpinejar?) ",Frases de Lembranças
"A distância é o triste fato de que estamos longe de quem amamos. Com a distancia, as lembranças se tornam um atalho ilusório da pessoa amada. E o que as duas ocasionam? A saudade. ",Frases de Lembranças
" Tiradentes, depois de morto, foi decapitulado. ",Frases de Vestibular
O vento é uma imensa quantidade de ar. ,Frases de Vestibular
O nervo ótico transmite idéias luminosas ao cérebro. ,Frases de Vestibular
"Quando um animal irracional não tem água para beber, só sobrevive se for empalhado. ",Frases de Vestibular
Os egípcios antigos desenvolveram a arte funerária para que os mortos pudessem viver melhor. ,Frases de Vestibular
O Chile é um país muito alto e magro. ,Frases de Vestibular
"O sol nos dá luz, calor e turistas. ",Frases de Vestibular
As glândulas salivares só trabalham quando a gente têm vontade de cuspir. ,Frases de Vestibular
O hino nacional francês se chama La Mayonèse. ,Frases de Vestibular
"Os ruminantes se distinguem dos outros animais porque o que comem, comem por duas vezes. ",Frases de Vestibular
O Brasil é um país abastardo com um futuro promissório. ,Frases de Vestibular
"O petróleo apareceu há muitos séculos, numa época em que os peixes se afogavam dentro da água. ",Frases de Vestibular
O problema fundamental do terceiro mundo é a superabundância de necessidades. ,Frases de Vestibular
Lavoisier foi guilhotinado por ter inventado o oxigênio. ,Frases de Vestibular
A principal função da raiz é se enterrar. ,Frases de Vestibular
A insônia consiste em dormir ao contrário. ,Frases de Vestibular
As aves têm na boca um dente chamado bico. ,Frases de Vestibular
Também preoculpa o avanço regressivo da violência. ,Frases de Vestibular
"Antes de ser criada a Justiça, todo mundo era injusto. ",Frases de Vestibular
"O bem estar dos abtantes endependente de roça, religião e sexo, está preocupan-do-nos. ",Frases de Vestibular
Os crustáceos fora da água respiram como podem. ,Frases de Vestibular
Precisamos tirar as fendas dos olhos para enxergar com clareza o número de famigerados que aumenta. ,Frases de Vestibular
Péricles foi o principal ditador da democracia grega. ,Frases de Vestibular
A febre amarela foi trazida da China por Marco Pólo. ,Frases de Vestibular
O terremoto é um pequeno movimento de terras não cultivadas. ,Frases de Vestibular
A natureza brasileira só tem 500 anos e já está quase se acabando. ,Frases de Vestibular
"Os homens brasileiros, estão acabando com tudo, as árvores para desmartar para fazer tauba e outra coisa. ",Frases de Vestibular
O coração é o único órgão que não deixa defuncionar 24 horas por dia. ,Frases de Vestibular
A arquitetura gótica se notabilizou por fazer edifícios verticais. ,Frases de Vestibular
 Preguiça é o hábito de descansar sem estar cansado. ,Frases de Preguiça
"O preguiçoso sempre deixa pra amanhã, o que ele não vai fazer nunca na vida. ",Frases de Preguiça
"Eu tenho tanta vontade de ficar na cama, que em alguma vida passada eu devo ter sido um colchão. ",Frases de Preguiça
"A preguiça é a mãe de todos os vícios e, como mãe, deve ser respeitada. ",Frases de Preguiça
A preguiça anda tão devagar que a miséria facilmente a alcança. (Benjamin Franklin) ,Frases de Preguiça
"A preguiça é a mãe do progresso. Se o homem não tivesse preguiça de caminhar, não teria inventado a roda. (Mário Quintana) ",Frases de Preguiça
Temos mais preguiça no espírito do que no corpo. (François La Rochefoucauld) ,Frases de Preguiça
O tédio vem ao mundo pelo caminho que a preguiça abre. (Jean de la Bruyere) ,Frases de Preguiça
"O preguiçoso, por não querer dar um passo no tempo devido, vê-se obrigado depois a dar cem. (Henry George Bohn) ",Frases de Preguiça
Ninguém se tornou imortal com a preguiça. (Salústio) ,Frases de Preguiça
"Vencer a preguiça é a primeira coisa que o homem deve procurar, se quiser ser dono do seu destino. (Thomas Atkinson) ",Frases de Preguiça
As maiores dificuldades são filhas da preguiça. (Samuel Johnson) ,Frases de Preguiça
"A preguiça gasta a vida, como a ferrugem consome o ferro. (Marquês de Maricá) ",Frases de Preguiça
O preguiçoso é um relógio sem corda. (Jaime Balmes) ,Frases de Preguiça
"Deve-se evitar a preguiça, essa sereia enganadora. (Horácio) ",Frases de Preguiça
"A paciência em muitos casos não é mais senão medo, preguiça ou impotência. (Marquês de Maricá) ",Frases de Preguiça
"Homem não fica fiel, fica com preguiça. (Tati Bernardi) ",Frases de Preguiça
"Muito se perde por falta de inteligência, porém muito mais por preguiça e aversão ao trabalho. (Marquês de Maricá) ",Frases de Preguiça
"Embora a preguiça e a timidez nos façam cumprir os deveres, a virtude é que fica com as honras. (François La Rochefoucauld) ",Frases de Preguiça
O aborrecimento entrou no mundo pela mão da preguiça. (Jean de la Bruyere) ,Frases de Preguiça
Não há gênero algum de preguiça pela qual sejamos tão facilmente seduzidos como aquela que é dignificada pela aparência de ser um negócio. (Samuel Johnson) ,Frases de Preguiça
" Nunca penso no futuro, ele chega rápido demais. (Albert Einstein) ",Frases de Futuro
O futuro é um labirinto para quem não sabe o que quer. (Charlie Brown Jr.) ,Frases de Futuro
A melhor maneira de prever o futuro é criá-lo. (Peter Drucker) ,Frases de Futuro
"O futuro têm muitos nomes. Para os incapazes o inalcançável, para os medrosos o desconhecido, para os valentes a oportunidade. (Victor Hugo?) ",Frases de Futuro
O futuro pertence àqueles que acreditam na beleza dos seus sonhos. (Eleanor Roosevelt) ,Frases de Futuro
"Não podemos saber o que nos espera no futuro, mas podemos escolher o caminho certo para fazê-lo. ",Frases de Futuro
A melhor coisa sobre o futuro é que vem um só dia de cada vez. (Abraham Lincoln) ,Frases de Futuro
Me interessa o futuro porque é o lugar onde vou passar o resto da minha vida. (Woody Allen) ,Frases de Futuro
"Não tema o futuro, não lamente o passado. (Percy Bysshe Shelley) ",Frases de Futuro
O futuro sempre está começando agora. (Mark Strand) ,Frases de Futuro
"O passado e o futuro parecem-nos sempre melhores. O presente, sempre pior. (William Shakespeare?) ",Frases de Futuro
O futuro é comprado pelo presente. (Samuel Johnson) ,Frases de Futuro
O problema dos nossos tempos é que o futuro já não é o que era. (Paul Valéry) ,Frases de Futuro
Nem o passado existe nem o futuro. Tudo é presente. (Gonzalo Torrente Ballester) ,Frases de Futuro
"A distinção entre passado, presente e futuro é apenas uma ilusão teimosamente persistente. (Albert Einstein?) ",Frases de Futuro
"Se queres prever o futuro, estuda o passado. (Confúcio?) ",Frases de Futuro
Dedica-se a esperar o futuro apenas quem não sabe viver o presente. (Sêneca?) ,Frases de Futuro
A melhor maneira de predizer o futuro é inventá-lo. (Alan Kay) ,Frases de Futuro
O futuro é algo que cada um alcança a um ritmo de sessenta minutos por hora. (C. S. Lewis) ,Frases de Futuro
Não se pode planejar o futuro pelo passado. (Edmund Burke) ,Frases de Futuro
"O futuro é o período de tempo em que prosperam nossos negócios, nossos amigos são verdadeiros e nossa felicidade é segura. (Ambrose Bierce) ",Frases de Futuro
"Para a maioria de nós, o passado é um lamento, o futuro uma experiência. (Mark Twain) ",Frases de Futuro
"O instante é a continuidade do tempo, pois une o tempo passado ao tempo futuro. (Aristóteles) ",Frases de Futuro
"Vista pelos jovens, a vida é um futuro infinitamente longo. Vista pelos velhos, um passado muito breve. (Arthur Schopenhauer?) ",Frases de Futuro
Deixe de agir como se vida fosse uma repetição. Viva este dia como se fosse o último. O passado terminou e se foi. O futuro não está garantido. (Wayne Dyer) ,Frases de Futuro
" Agradar a si mesmo é orgulho. Aos demais, vaidade. (Paul Valéry) ",Frases de Vaidade
A vaidade é a espuma do orgulho. (Alphonse Karr) ,Frases de Vaidade
A falsa modéstia é o supremo requinte da vaidade. (Jean de La Bruyère) ,Frases de Vaidade
"A vaidade, embora não destrua totalmente as virtudes, desordena-as todas. (François de La Rochefoucauld) ",Frases de Vaidade
O ciúme pertence mais à vaidade do que ao amor. (Anne Louise Gemaine Necker) ,Frases de Vaidade
Deve-se deixar a vaidade aos que não têm outra coisa para exibir. (Honoré de Balzac) ,Frases de Vaidade
A vaidade sempre quer aplauso. ,Frases de Vaidade
A bajulação é a moeda falsa que só circula por causa da vaidade humana. (François La Rochefoucauld?) ,Frases de Vaidade
"Não há graus de vaidade, apenas graus de habilidade em disfarçá-la. (Mark Twain) ",Frases de Vaidade
A vida sem vaidade é quase insuportável. (Leon Tolstói) ,Frases de Vaidade
A vaidade alheia só nos é antipática quando vai de encontro a nossa. (Friedrich Nietzsche) ,Frases de Vaidade
A vaidade é um princípio de corrupção. (Machado de Assis) ,Frases de Vaidade
"A vaidade é um elemento tão sutil da alma humana que a encontramos onde menos se espera: ao lado da bondade, da abnegação, da generosidade. (Ernesto Sábato) ",Frases de Vaidade
A vaidade é o feminismo do orgulho. (Jacinto Benavente) ,Frases de Vaidade
A virtude não iria tão longe se a vaidade lhe não fizesse companhia. (François La Rochefoucauld?) ,Frases de Vaidade
A vaidade dos imbecis autoriza o orgulho dos homens de talento. (José Echegaray Eguizaguirre) ,Frases de Vaidade
É mais difícil ferir a nossa vaidade justamente quando foi ferido o nosso orgulho. (Friedrich Nietzsche) ,Frases de Vaidade
A vaidade é o prato dos parvos. Mas os sábios também condescendem em comer dele muitas vezes. (Jonathan Swift) ,Frases de Vaidade
"A vaidade é o caminho mais curto para o paraíso da satisfação. Porém ela é, ao mesmo tempo, o solo onde a burrice melhor se desenvolve. (Augusto Cury) ",Frases de Vaidade
" As pessoas pensam demais no que elas poderiam estar fazendo, ao invés de estarem fazendo aquilo que elas estão pensando. ",Frases para Celular
"Nunca tente subir na vida derrubando os outros, porque assim, quanto mais alto você estiver, maior será a queda e ninguém vai lhe segurar. ",Frases para Celular
Sabe do que é que o medo tem medo? Daqueles que fazem. (Jufras Menhal) ,Frases para Celular
Seu sorriso fica adorável você. Você deveria usá-lo com mais frequência. ,Frases para Celular
"O que você tem todo mundo pode ter, mas o que você é ninguém pode ser. (Clarice Lispector) ",Frases para Celular
A paz vem de dentro de você. Não perca tempo procurando à sua volta. ,Frases para Celular
"Muitos reclamam da vida que tem, enquanto muitos nem vida tem para reclamar. ",Frases para Celular
"A amizade não se compra, se encontra, a felicidade não se encontra, se sente, o amor não se sente, se vive! ",Frases para Celular
"É dificil ver lágrimas no rosto de alguém, mais difícil ainda é saber que você foi o culpado por elas. ",Frases para Celular
"Deixe seu sorriso mudar o mundo, mas nunca deixe o mundo mudar seu sorriso. ",Frases para Celular
"Aos olhos da saudade, como o mundo é pequeno. (Charles Baudelaire) ",Frases para Celular
"Siga o seu coração, mas leve o seu cerébro com você. ",Frases para Celular
"Pensei que tudo seria diferente, mas às vezes é preciso mudar de janela para ver outros horizontes. ",Frases para Celular
"A vida sempre lhe dá uma segunda oportunidade que se chama ""Amanhã""! ",Frases para Celular
Ser alguém na vida é simplesmente ser você do melhor jeito possível. ,Frases para Celular
"A vida só pode ser compreendida olhando pra trás, mas só pode ser vivida olhando pra frente. ",Frases para Celular
"Suas atitudes, suas consequências. ",Frases para Celular
"O que você pensa sobre mim não vai mudar quem eu sou, mas pode mudar o meu conceito sobre você. (Dr. House) ",Frases para Celular
O mundo está nas mãos daqueles que tem a coragem de sonhar e de correr o risco de viver seus sonhos. (Paulo Coelho) ,Frases para Celular
Nós lemos o mundo errado e dizemos que ele nos decepciona. (Rabindranath Tagore) ,Frases para Celular
Sucesso é a capacidade de enfrentar o fracasso sem perder o entusiasmo. ,Frases para Celular
"Dizem que é sempre melhor seguir o nosso coração, mas quando nosso coração esta partido, qual metade devemos seguir? ",Frases para Celular
Aquele que parece sábio entre os tolos parece tolo entre os sábios. ,Frases para Celular
"Eu enfrentaria o mundo todo com uma só mão, se você me prometesse que estaria segurando a outra. ",Frases para Celular
Com o tempo as pessoas mudam ou com o tempo as pessoas mostram quem realmente são? Pense nisso. ,Frases para Celular
"Antes de você falar, ouça. Antes de agir, pense. Antes de criticar, conheça. E antes de desistir, tente. ",Frases para Celular
Dê férias para a sua língua. Use a cabeça. ,Frases para Celular
"Não busque boas aparências, elas podem mudar. Só precisamos de um sorriso para transformarmos um dia ruim. ",Frases para Celular
Lembre-se: A expectativa é proporcinal à decepção. ,Frases para Celular
"A cada minuto você tem a liberdade de escolher para onde quer seguir, mas é bom lembrar que tudo na vida tem seu preço. ",Frases para Celular
A inteligência é quase inútil para quem não tem outras qualidades. (Alexis Carrel) ,Frases para Celular
"A ilusão tem várias faces, a realidade uma só. ",Frases para Celular
"Não existe união de duas metades, mas sim aproximação de dois inteiros. ",Frases para Celular
O cérebro é uma coisa incrível. Eu acho que todos deveriam ter um. ,Frases para Celular
"A vida é um eco. Se você não está gostando do que está recebendo, observe o que está emitindo. ",Frases para Celular
"A felicidade não está no fim da jornada, e sim em cada curva do caminho que percorremos para encontrá-la. ",Frases para Celular
"Lembre-se: Amanhã pode ser tarde demais. Tarde demais para pedir desculpas, tarde demais para tentar, tarde demais para acreditar. ",Frases para Celular
"Aqueles que se dedicam demais às pequenas coisas, normalmente tornam-se incapazes de realizar as grandes. ",Frases para Celular
Lembre-se: Pedir desculpas não muda o que aconteceu. E perdoar não evita que tudo possa acontecer de novo. ,Frases para Celular
"O segredo do sucesso eu não sei, mas o mistério do fracasso é tentar agradar a todos. ",Frases para Celular
Você só terá sucesso na vida quando perdoar os erros e as decepções do passado. (Clarice Lispector?) ,Frases para Celular
" Dei uma cama redonda de presente para minha sogra, pois cobra só dorme enrolada. ",Frases de Sogra
Japonês a fim de transar com a sogra. Isso sim é cutucar a onça com vara curta. ,Frases de Sogra
"Aviso funerário: Se sua sogra é uma jóia, nós temos a caixinha! ",Frases de Sogra
Amo mais a sogra da minha mulher do que a minha. ,Frases de Sogra
